Cell Name,Cluster
F4_P5_M17,CD8_4
F5_P6_M17,CD8_4
F8_P5_M17,CD8_4
G10_P6_M17,CD8_4
G11_P1_M17,CD8_6
G11_P5_M17,CD8_2
G12_P2_M17,CD8_6
G12_P6_M17,CD8_4
G1_P2_M17,CD8_6
G1_P5_M17,CD8_4
G2_P1_M17,CD8_6
G2_P2_M17,CD8_6
G2_P5_M17,CD8_4
G3_P2_M17,CD8_6
G4_P1_M17,CD8_6
G4_P5_M17,CD8_4
G7_P2_M17,CD8_4
G7_P6_M17,CD8_4
G8_P2_M17,CD8_6
G8_P5_M17,CD8_2
G8_P6_M17,CD8_4
G9_P1_M17,CD8_6
G9_P2_M17,CD8_6
H10_P2_M17,CD8_6
H10_P6_M17,CD8_4
H11_P2_M17,CD8_4
H11_P5_M17,CD8_4
H12_P1_M17,CD8_6
H12_P2_M17,CD8_4
H12_P5_M17,CD8_4
H6_P5_M17,CD8_3
H6_P6_M17,CD8_4
H7_P5_M17,CD8_2
H9_P1_M17,CD8_6
A10_P3_M23,CD8_3
A10_P4_M23,CD8_6
A11_P1_M23,CD8_6
A11_P2_M23,CD8_4
A11_P4_M23,CD8_4
A12_P4_M23,CD8_4
A4_P2_M23,CD8_4
A5_P2_M23,CD8_3
A6_P1_M23,CD8_4
A6_P3_M23,CD8_2
A8_P1_M23,CD8_3
A9_P3_M23,CD8_2
A9_P4_M23,CD8_4
B10_P4_M23,CD8_4
B11_P4_M23,CD8_4
B12_P1_M23,CD8_4
B12_P2_M23,CD8_4
B12_P3_M23,CD8_2
B1_P2_M23,CD8_4
B1_P4_M23,CD8_3
B3_P4_M23,CD8_4
B4_P2_M23,CD8_4
B5_P1_M23,CD8_4
B6_P3_M23,CD8_4
B7_P4_M23,CD8_2
B8_P2_M23,CD8_5
B9_P1_M23,CD8_1
B9_P2_M23,CD8_5
B9_P3_M23,CD8_6
B9_P4_M23,CD8_3
C10_P1_M23,CD8_6
C10_P2_M23,CD8_6
C10_P4_M23,CD8_4
C11_P1_M23,CD8_2
C12_P1_M23,CD8_4
C12_P2_M23,CD8_6
C1_P1_M23,CD8_4
C1_P3_M23,CD8_4
C2_P1_M23,CD8_4
C2_P4_M23,CD8_2
C3_P1_M23,CD8_4
C3_P2_M23,CD8_5
C3_P3_M23,CD8_2
C4_P3_M23,CD8_4
C4_P4_M23,CD8_3
C5_P3_M23,CD8_4
C6_P4_M23,CD8_4
C7_P2_M23,CD8_5
C7_P4_M23,CD8_2
C8_P1_M23,CD8_4
C9_P1_M23,CD8_4
D10_P1_M23,CD8_3
D10_P4_M23,CD8_4
D11_P1_M23,CD8_4
D12_P4_M23,CD8_4
D1_P1_M23,CD8_2
D1_P2_M23,CD8_4
D1_P4_M23,CD8_6
D2_P1_M23,CD8_4
D3_P3_M23,CD8_4
D4_P4_M23,CD8_2
D6_P1_M23,CD8_5
D6_P2_M23,CD8_4
D7_P2_M23,CD8_4
D8_P3_M23,CD8_4
D8_P4_M23,CD8_5
D9_P1_M23,CD8_1
D9_P3_M23,CD8_5
D9_P4_M23,CD8_3
E10_P1_M23,CD8_3
E10_P4_M23,CD8_3
E12_P1_M23,CD8_4
E12_P2_M23,CD8_4
E12_P4_M23,CD8_4
E1_P3_M23,CD8_4
E3_P3_M23,CD8_4
E3_P4_M23,CD8_6
E4_P2_M23,CD8_1
E4_P4_M23,CD8_4
E5_P1_M23,CD8_4
E5_P4_M23,CD8_5
E6_P1_M23,CD8_4
E6_P2_M23,CD8_3
E6_P3_M23,CD8_4
E7_P1_M23,CD8_5
E7_P3_M23,CD8_4
E7_P4_M23,CD8_6
E8_P2_M23,CD8_6
E9_P1_M23,CD8_4
F10_P1_M23,CD8_6
F10_P3_M23,CD8_6
F12_P1_M23,CD8_4
F12_P3_M23,CD8_4
F1_P4_M23,CD8_4
F2_P1_M23,CD8_2
F2_P3_M23,CD8_4
F3_P2_M23,CD8_4
F4_P1_M23,CD8_6
F4_P2_M23,CD8_6
F4_P4_M23,CD8_2
F5_P1_M23,CD8_2
F5_P2_M23,CD8_3
F5_P3_M23,CD8_4
F5_P4_M23,CD8_6
F6_P4_M23,CD8_2
F7_P2_M23,CD8_4
F7_P4_M23,CD8_1
F8_P1_M23,CD8_1
F8_P2_M23,CD8_4
F8_P4_M23,CD8_4
F9_P1_M23,CD8_3
F9_P3_M23,CD8_6
F9_P4_M23,CD8_6
G10_P3_M23,CD8_2
G10_P4_M23,CD8_4
G12_P2_M23,CD8_6
G1_P4_M23,CD8_3
G2_P2_M23,CD8_4
G3_P1_M23,CD8_4
G3_P2_M23,CD8_2
G3_P3_M23,CD8_4
G3_P4_M23,CD8_4
G4_P1_M23,CD8_4
G4_P2_M23,CD8_5
G4_P4_M23,CD8_3
G5_P1_M23,CD8_4
G5_P2_M23,CD8_1
G5_P3_M23,CD8_4
G7_P1_M23,CD8_6
G7_P4_M23,CD8_2
G8_P1_M23,CD8_4
G9_P2_M23,CD8_4
G9_P3_M23,CD8_2
H10_P1_M23,CD8_3
H10_P2_M23,CD8_4
H10_P4_M23,CD8_4
H11_P1_M23,CD8_4
H11_P2_M23,CD8_6
H11_P3_M23,CD8_2
H1_P2_M23,CD8_6
H1_P3_M23,CD8_6
H1_P4_M23,CD8_3
H2_P2_M23,CD8_4
H3_P4_M23,CD8_4
H4_P1_M23,CD8_2
H4_P4_M23,CD8_3
H5_P3_M23,CD8_3
H7_P3_M23,CD8_4
H7_P4_M23,CD8_2
H8_P2_M23,CD8_2
H9_P1_M23,CD8_6
H9_P3_M23,CD8_2
A10_P6_M36_L001,CD8_4
A10_P7_M36_L001,CD8_4
A10_P8_M36_L001,CD8_1
A10_P9_M36_L001,CD8_1
A11_P7_M36_L001,CD8_4
A11_P8_M36_L001,CD8_4
A11_P9_M36_L001,CD8_4
A12_P8_M36_L001,CD8_4
A12_P9_M36_L001,CD8_4
A2_P7_M36_L001,CD8_4
A3_P6_M36_L001,CD8_4
A3_P8_M36_L001,CD8_4
A3_P9_M36_L001,CD8_4
A4_P7_M36_L001,CD8_4
A4_P8_M36_L001,CD8_4
A4_P9_M36_L001,CD8_4
A5_P6_M36_L001,CD8_4
A5_P8_M36_L001,CD8_4
A5_P9_M36_L001,CD8_4
A7_P6_M36_L001,CD8_4
A7_P8_M36_L001,CD8_4
A7_P9_M36_L001,CD8_4
A8_P7_M36_L001,CD8_4
A8_P8_M36_L001,CD8_4
A8_P9_M36_L001,CD8_4
A9_P6_M36_L001,CD8_4
A9_P7_M36_L001,CD8_4
A9_P8_M36_L001,CD8_4
A9_P9_M36_L001,CD8_4
B10_P6_M36_L001,CD8_4
B10_P8_M36_L001,CD8_4
B11_P7_M36_L001,CD8_2
B11_P8_M36_L001,CD8_2
B11_P9_M36_L001,CD8_4
B12_P6_M36_L001,CD8_4
B12_P7_M36_L001,CD8_2
B1_P6_M36_L001,CD8_4
B1_P7_M36_L001,CD8_4
B1_P8_M36_L001,CD8_4
B2_P6_M36_L001,CD8_2
B2_P7_M36_L001,CD8_4
B2_P9_M36_L001,CD8_4
B3_P6_M36_L001,CD8_4
B3_P7_M36_L001,CD8_4
B4_P7_M36_L001,CD8_4
B6_P6_M36_L001,CD8_5
B6_P7_M36_L001,CD8_4
B6_P8_M36_L001,CD8_4
B6_P9_M36_L001,CD8_4
B7_P6_M36_L001,CD8_4
B7_P8_M36_L001,CD8_4
B7_P9_M36_L001,CD8_2
B8_P6_M36_L001,CD8_4
B8_P7_M36_L001,CD8_4
B8_P8_M36_L001,CD8_4
B9_P7_M36_L001,CD8_4
B9_P8_M36_L001,CD8_4
B9_P9_M36_L001,CD8_4
C10_P8_M36_L001,CD8_4
C10_P9_M36_L001,CD8_2
C11_P6_M36_L001,CD8_1
C11_P8_M36_L001,CD8_4
C11_P9_M36_L001,CD8_5
C12_P6_M36_L001,CD8_4
C12_P7_M36_L001,CD8_4
C12_P8_M36_L001,CD8_4
C1_P6_M36_L001,CD8_4
C1_P7_M36_L001,CD8_4
C1_P9_M36_L001,CD8_4
C3_P7_M36_L001,CD8_3
C3_P9_M36_L001,CD8_4
C4_P7_M36_L001,CD8_4
C4_P8_M36_L001,CD8_4
C5_P7_M36_L001,CD8_4
C5_P9_M36_L001,CD8_4
C6_P6_M36_L001,CD8_4
C6_P8_M36_L001,CD8_4
C6_P9_M36_L001,CD8_4
C7_P9_M36_L001,CD8_4
C8_P6_M36_L001,CD8_4
C8_P7_M36_L001,CD8_4
C8_P9_M36_L001,CD8_4
C9_P6_M36_L001,CD8_4
C9_P9_M36_L001,CD8_4
D10_P6_M36_L001,CD8_4
D10_P7_M36_L001,CD8_4
D10_P8_M36_L001,CD8_4
D10_P9_M36_L001,CD8_4
D11_P6_M36_L001,CD8_4
D12_P6_M36_L001,CD8_4
D12_P9_M36_L001,CD8_4
D1_P6_M36_L001,CD8_4
D1_P7_M36_L001,CD8_4
D1_P8_M36_L001,CD8_4
D2_P7_M36_L001,CD8_4
D2_P8_M36_L001,CD8_4
D2_P9_M36_L001,CD8_2
D3_P6_M36_L001,CD8_4
D3_P7_M36_L001,CD8_4
D3_P8_M36_L001,CD8_4
D3_P9_M36_L001,CD8_4
D4_P6_M36_L001,CD8_4
D5_P6_M36_L001,CD8_4
D5_P7_M36_L001,CD8_4
D5_P8_M36_L001,CD8_4
D5_P9_M36_L001,CD8_4
D6_P7_M36_L001,CD8_4
D6_P8_M36_L001,CD8_4
D6_P9_M36_L001,CD8_6
D7_P6_M36_L001,CD8_4
D7_P7_M36_L001,CD8_4
D9_P6_M36_L001,CD8_4
D9_P7_M36_L001,CD8_4
D9_P8_M36_L001,CD8_4
D9_P9_M36_L001,CD8_4
E10_P6_M36_L001,CD8_4
E10_P7_M36_L001,CD8_4
E10_P9_M36_L001,CD8_4
E11_P6_M36_L001,CD8_2
E11_P8_M36_L001,CD8_2
E11_P9_M36_L001,CD8_2
E1_P8_M36_L001,CD8_6
E1_P9_M36_L001,CD8_4
E2_P8_M36_L001,CD8_6
E3_P6_M36_L001,CD8_6
E3_P7_M36_L001,CD8_5
E3_P8_M36_L001,CD8_4
E4_P6_M36_L001,CD8_4
E4_P7_M36_L001,CD8_4
E4_P8_M36_L001,CD8_4
E6_P9_M36_L001,CD8_4
E7_P9_M36_L001,CD8_4
E8_P6_M36_L001,CD8_4
E8_P7_M36_L001,CD8_4
E8_P8_M36_L001,CD8_4
E8_P9_M36_L001,CD8_4
E9_P6_M36_L001,CD8_4
E9_P7_M36_L001,CD8_4
E9_P8_M36_L001,CD8_4
E9_P9_M36_L001,CD8_4
F10_P6_M36_L001,CD8_4
F10_P7_M36_L001,CD8_4
F10_P8_M36_L001,CD8_4
F11_P6_M36_L001,CD8_4
F11_P7_M36_L001,CD8_4
F12_P6_M36_L001,CD8_4
F12_P7_M36_L001,CD8_4
F12_P8_M36_L001,CD8_4
F12_P9_M36_L001,CD8_4
F1_P7_M36_L001,CD8_4
F2_P8_M36_L001,CD8_4
F2_P9_M36_L001,CD8_4
F3_P7_M36_L001,CD8_4
F3_P9_M36_L001,CD8_4
F4_P6_M36_L001,CD8_4
F4_P7_M36_L001,CD8_4
F5_P8_M36_L001,CD8_4
F6_P6_M36_L001,CD8_4
F6_P7_M36_L001,CD8_4
F6_P8_M36_L001,CD8_2
F6_P9_M36_L001,CD8_4
F7_P7_M36_L001,CD8_4
F7_P8_M36_L001,CD8_4
F7_P9_M36_L001,CD8_4
F8_P6_M36_L001,CD8_4
F8_P7_M36_L001,CD8_4
F9_P7_M36_L001,CD8_4
F9_P8_M36_L001,CD8_4
G10_P6_M36_L001,CD8_4
G10_P9_M36_L001,CD8_4
G11_P6_M36_L001,CD8_4
G11_P7_M36_L001,CD8_2
G11_P8_M36_L001,CD8_1
G12_P8_M36_L001,CD8_4
G12_P9_M36_L001,CD8_4
G1_P6_M36_L001,CD8_4
G1_P7_M36_L001,CD8_6
G1_P8_M36_L001,CD8_4
G2_P6_M36_L001,CD8_2
G2_P7_M36_L001,CD8_6
G2_P9_M36_L001,CD8_4
G3_P7_M36_L001,CD8_4
G3_P9_M36_L001,CD8_4
G4_P6_M36_L001,CD8_4
G4_P7_M36_L001,CD8_4
G5_P9_M36_L001,CD8_4
G6_P7_M36_L001,CD8_5
G6_P9_M36_L001,CD8_4
G7_P9_M36_L001,CD8_4
G8_P6_M36_L001,CD8_4
G8_P8_M36_L001,CD8_4
G8_P9_M36_L001,CD8_4
G9_P6_M36_L001,CD8_4
G9_P7_M36_L001,CD8_4
G9_P8_M36_L001,CD8_4
H10_P7_M36_L001,CD8_4
H10_P8_M36_L001,CD8_2
H10_P9_M36_L001,CD8_4
H11_P7_M36_L001,CD8_4
H11_P8_M36_L001,CD8_5
H11_P9_M36_L001,CD8_4
H12_P6_M36_L001,CD8_4
H12_P7_M36_L001,CD8_4
H12_P9_M36_L001,CD8_4
H1_P7_M36_L001,CD8_4
H1_P8_M36_L001,CD8_4
H2_P6_M36_L001,CD8_4
H2_P9_M36_L001,CD8_4
H3_P8_M36_L001,CD8_4
H4_P7_M36_L001,CD8_4
H4_P9_M36_L001,CD8_4
H5_P6_M36_L001,CD8_4
H5_P8_M36_L001,CD8_4
H6_P6_M36_L001,CD8_2
H6_P9_M36_L001,CD8_6
H7_P6_M36_L001,CD8_4
H7_P7_M36_L001,CD8_4
H7_P8_M36_L001,CD8_4
H7_P9_M36_L001,CD8_5
H8_P7_M36_L001,CD8_4
H8_P8_M36_L001,CD8_4
H8_P9_M36_L001,CD8_4
H9_P6_M36_L001,CD8_4
H9_P7_M36_L001,CD8_2
H9_P8_M36_L001,CD8_4
A11_P3_M42,CD8_2
A12_P2_M42,CD8_6
A12_P4_M42,CD8_6
A2_P3_M42,CD8_6
A3_P1_M42,CD8_2
A3_P2_M42,CD8_6
A4_P3_M42,CD8_1
A5_P2_M42,CD8_3
A8_P1_M42,CD8_2
A9_P1_M42,CD8_1
A9_P4_M42,CD8_6
B10_P2_M42,CD8_2
B10_P4_M42,CD8_2
B11_P2_M42,CD8_2
B11_P3_M42,CD8_2
B11_P4_M42,CD8_3
B1_P1_M42,CD8_3
B1_P2_M42,CD8_5
B1_P4_M42,CD8_6
B2_P4_M42,CD8_6
B4_P1_M42,CD8_6
B4_P4_M42,CD8_3
B5_P1_M42,CD8_6
B6_P1_M42,CD8_1
B6_P2_M42,CD8_1
B8_P4_M42,CD8_3
B9_P2_M42,CD8_6
C11_P2_M42,CD8_3
C11_P3_M42,CD8_2
C12_P2_M42,CD8_6
C1_P1_M42,CD8_1
C1_P2_M42,CD8_3
C3_P1_M42,CD8_3
C3_P2_M42,CD8_3
C4_P1_M42,CD8_6
C4_P4_M42,CD8_2
C6_P3_M42,CD8_3
C7_P3_M42,CD8_3
D10_P2_M42,CD8_3
D10_P3_M42,CD8_2
D11_P2_M42,CD8_2
D11_P3_M42,CD8_2
D1_P3_M42,CD8_6
D1_P4_M42,CD8_1
D3_P2_M42,CD8_3
D4_P1_M42,CD8_3
D4_P2_M42,CD8_1
D6_P3_M42,CD8_3
D7_P4_M42,CD8_1
D8_P4_M42,CD8_3
D9_P3_M42,CD8_6
E10_P1_M42,CD8_3
E10_P2_M42,CD8_2
E10_P4_M42,CD8_3
E1_P1_M42,CD8_3
E1_P3_M42,CD8_6
E1_P4_M42,CD8_1
E2_P1_M42,CD8_3
E3_P2_M42,CD8_6
E4_P3_M42,CD8_2
E5_P3_M42,CD8_3
E6_P1_M42,CD8_6
E6_P2_M42,CD8_6
E7_P1_M42,CD8_2
E7_P2_M42,CD8_3
E7_P3_M42,CD8_6
E8_P1_M42,CD8_4
F11_P2_M42,CD8_3
F12_P3_M42,CD8_1
F1_P3_M42,CD8_6
F1_P4_M42,CD8_5
F3_P2_M42,CD8_6
F5_P2_M42,CD8_3
F5_P3_M42,CD8_2
F6_P3_M42,CD8_2
F6_P4_M42,CD8_6
F7_P4_M42,CD8_5
F8_P1_M42,CD8_6
F8_P4_M42,CD8_6
F9_P1_M42,CD8_2
F9_P3_M42,CD8_4
G10_P2_M42,CD8_6
G11_P1_M42,CD8_1
G12_P3_M42,CD8_2
G1_P4_M42,CD8_6
G2_P2_M42,CD8_1
G2_P4_M42,CD8_5
G3_P3_M42,CD8_2
G4_P4_M42,CD8_2
G6_P2_M42,CD8_1
G6_P3_M42,CD8_1
G7_P1_M42,CD8_1
G7_P3_M42,CD8_3
G8_P3_M42,CD8_6
H10_P4_M42,CD8_3
H11_P2_M42,CD8_3
H11_P3_M42,CD8_2
H12_P2_M42,CD8_6
H12_P3_M42,CD8_2
H2_P2_M42,CD8_1
H2_P3_M42,CD8_1
H3_P2_M42,CD8_6
H3_P3_M42,CD8_1
H3_P4_M42,CD8_1
H5_P3_M42,CD8_1
H6_P3_M42,CD8_2
H7_P1_M42,CD8_1
H7_P2_M42,CD8_3
H7_P3_M42,CD8_3
A10_P3_M47,CD8_6
A11_P3_M47,CD8_5
A2_P1_M47,CD8_6
A5_P4_M47,CD8_6
B12_P4_M47,CD8_6
B6_P2_M47,CD8_6
B9_P3_M47,CD8_1
C12_P4_M47,CD8_6
C6_P1_M47,CD8_6
C6_P2_M47,CD8_6
C8_P1_M47,CD8_6
D3_P1_M47,CD8_3
D3_P3_M47,CD8_6
D4_P2_M47,CD8_5
D6_P1_M47,CD8_6
D8_P1_M47,CD8_6
D9_P1_M47,CD8_3
D9_P3_M47,CD8_6
E11_P3_M47,CD8_6
E1_P3_M47,CD8_6
E2_P2_M47,CD8_6
E5_P2_M47,CD8_6
F10_P3_M47,CD8_6
F12_P3_M47,CD8_6
F2_P3_M47,CD8_6
F4_P3_M47,CD8_6
F5_P2_M47,CD8_6
F5_P4_M47,CD8_6
F6_P4_M47,CD8_6
F7_P1_M47,CD8_3
F9_P1_M47,CD8_6
G9_P1_M47,CD8_6
H10_P1_M47,CD8_6
H12_P2_M47,CD8_6
H1_P2_M47,CD8_6
H2_P1_M47,CD8_4
H3_P3_M47,CD8_6
H4_P1_M47,CD8_6
H7_P2_M47,CD8_3
H7_P3_M47,CD8_6
H8_P3_M47,CD8_6
A10_P3_MMD1-84A_L001,CD8_5
A11_P2_MMD1-84A_L001,CD8_2
A2_P1_MMD1-84A_L001,CD8_1
A2_P2_MMD1-84A_L001,CD8_5
A2_P3_MMD1-84A_L001,CD8_3
A2_P4_MMD1-84A_L001,CD8_4
A3_P1_MMD1-84A_L001,CD8_2
A3_P2_MMD1-84A_L001,CD8_2
A3_P3_MMD1-84A_L001,CD8_1
A3_P4_MMD1-84A_L001,CD8_4
A4_P1_MMD1-84A_L001,CD8_2
A4_P4_MMD1-84A_L001,CD8_2
A5_P1_MMD1-84A_L001,CD8_2
A6_P2_MMD1-84A_L001,CD8_5
A6_P4_MMD1-84A_L001,CD8_1
A7_P2_MMD1-84A_L001,CD8_2
A8_P1_MMD1-84A_L001,CD8_2
A9_P1_MMD1-84A_L001,CD8_2
B10_P2_MMD1-84A_L001,CD8_5
B10_P3_MMD1-84A_L001,CD8_5
B10_P4_MMD1-84A_L001,CD8_2
B11_P3_MMD1-84A_L001,CD8_2
B1_P2_MMD1-84A_L001,CD8_5
B2_P2_MMD1-84A_L001,CD8_4
B3_P1_MMD1-84A_L001,CD8_4
B4_P1_MMD1-84A_L001,CD8_2
B5_P2_MMD1-84A_L001,CD8_5
B5_P4_MMD1-84A_L001,CD8_2
B6_P4_MMD1-84A_L001,CD8_4
B7_P2_MMD1-84A_L001,CD8_2
B7_P3_MMD1-84A_L001,CD8_2
B7_P4_MMD1-84A_L001,CD8_2
B8_P3_MMD1-84A_L001,CD8_5
B8_P4_MMD1-84A_L001,CD8_5
C10_P1_MMD1-84A_L001,CD8_4
C10_P2_MMD1-84A_L001,CD8_5
C10_P4_MMD1-84A_L001,CD8_3
C11_P2_MMD1-84A_L001,CD8_1
C11_P3_MMD1-84A_L001,CD8_2
C11_P4_MMD1-84A_L001,CD8_4
C12_P4_MMD1-84A_L001,CD8_2
C2_P1_MMD1-84A_L001,CD8_1
C2_P3_MMD1-84A_L001,CD8_4
C2_P4_MMD1-84A_L001,CD8_2
C3_P1_MMD1-84A_L001,CD8_4
C3_P4_MMD1-84A_L001,CD8_2
C4_P1_MMD1-84A_L001,CD8_2
C5_P3_MMD1-84A_L001,CD8_5
C5_P4_MMD1-84A_L001,CD8_2
C7_P3_MMD1-84A_L001,CD8_2
C8_P1_MMD1-84A_L001,CD8_2
C8_P2_MMD1-84A_L001,CD8_5
C9_P3_MMD1-84A_L001,CD8_2
C9_P4_MMD1-84A_L001,CD8_2
D12_P3_MMD1-84A_L001,CD8_2
D12_P4_MMD1-84A_L001,CD8_1
D1_P2_MMD1-84A_L001,CD8_1
D2_P1_MMD1-84A_L001,CD8_1
D3_P1_MMD1-84A_L001,CD8_2
D4_P1_MMD1-84A_L001,CD8_2
D4_P4_MMD1-84A_L001,CD8_2
D5_P2_MMD1-84A_L001,CD8_2
D5_P3_MMD1-84A_L001,CD8_4
D7_P1_MMD1-84A_L001,CD8_2
D7_P2_MMD1-84A_L001,CD8_2
D7_P4_MMD1-84A_L001,CD8_5
D9_P1_MMD1-84A_L001,CD8_2
D9_P2_MMD1-84A_L001,CD8_5
D9_P4_MMD1-84A_L001,CD8_5
E10_P1_MMD1-84A_L001,CD8_1
E10_P4_MMD1-84A_L001,CD8_5
E12_P1_MMD1-84A_L001,CD8_2
E12_P2_MMD1-84A_L001,CD8_4
E1_P2_MMD1-84A_L001,CD8_1
E3_P1_MMD1-84A_L001,CD8_2
E5_P2_MMD1-84A_L001,CD8_5
E6_P2_MMD1-84A_L001,CD8_5
E6_P4_MMD1-84A_L001,CD8_2
E7_P2_MMD1-84A_L001,CD8_4
E8_P1_MMD1-84A_L001,CD8_2
E9_P2_MMD1-84A_L001,CD8_1
F10_P3_MMD1-84A_L001,CD8_2
F11_P2_MMD1-84A_L001,CD8_1
F11_P3_MMD1-84A_L001,CD8_5
F11_P4_MMD1-84A_L001,CD8_2
F12_P1_MMD1-84A_L001,CD8_2
F12_P4_MMD1-84A_L001,CD8_4
F1_P2_MMD1-84A_L001,CD8_2
F2_P3_MMD1-84A_L001,CD8_5
F3_P1_MMD1-84A_L001,CD8_2
F3_P2_MMD1-84A_L001,CD8_2
F3_P4_MMD1-84A_L001,CD8_5
F5_P1_MMD1-84A_L001,CD8_1
F5_P2_MMD1-84A_L001,CD8_5
F6_P1_MMD1-84A_L001,CD8_2
F6_P2_MMD1-84A_L001,CD8_5
F7_P2_MMD1-84A_L001,CD8_4
F7_P4_MMD1-84A_L001,CD8_3
F8_P1_MMD1-84A_L001,CD8_2
F8_P3_MMD1-84A_L001,CD8_5
F8_P4_MMD1-84A_L001,CD8_2
F9_P4_MMD1-84A_L001,CD8_4
G11_P1_MMD1-84A_L001,CD8_2
G11_P2_MMD1-84A_L001,CD8_4
G11_P3_MMD1-84A_L001,CD8_5
G11_P4_MMD1-84A_L001,CD8_2
G12_P1_MMD1-84A_L001,CD8_2
G12_P2_MMD1-84A_L001,CD8_2
G12_P3_MMD1-84A_L001,CD8_1
G1_P2_MMD1-84A_L001,CD8_2
G1_P3_MMD1-84A_L001,CD8_2
G1_P4_MMD1-84A_L001,CD8_3
G2_P2_MMD1-84A_L001,CD8_2
G2_P3_MMD1-84A_L001,CD8_1
G4_P4_MMD1-84A_L001,CD8_4
G5_P2_MMD1-84A_L001,CD8_5
G6_P1_MMD1-84A_L001,CD8_2
G6_P3_MMD1-84A_L001,CD8_5
G6_P4_MMD1-84A_L001,CD8_2
G7_P1_MMD1-84A_L001,CD8_5
G7_P4_MMD1-84A_L001,CD8_2
G8_P1_MMD1-84A_L001,CD8_2
G8_P3_MMD1-84A_L001,CD8_1
G9_P1_MMD1-84A_L001,CD8_2
G9_P2_MMD1-84A_L001,CD8_1
H10_P2_MMD1-84A_L001,CD8_5
H11_P1_MMD1-84A_L001,CD8_2
H11_P3_MMD1-84A_L001,CD8_5
H12_P1_MMD1-84A_L001,CD8_2
H12_P2_MMD1-84A_L001,CD8_2
H1_P3_MMD1-84A_L001,CD8_2
H2_P2_MMD1-84A_L001,CD8_2
H2_P3_MMD1-84A_L001,CD8_4
H2_P4_MMD1-84A_L001,CD8_5
H4_P1_MMD1-84A_L001,CD8_2
H4_P2_MMD1-84A_L001,CD8_5
H4_P4_MMD1-84A_L001,CD8_2
H5_P2_MMD1-84A_L001,CD8_2
H5_P3_MMD1-84A_L001,CD8_2
H6_P1_MMD1-84A_L001,CD8_4
H6_P4_MMD1-84A_L001,CD8_2
H7_P4_MMD1-84A_L001,CD8_2
H9_P1_MMD1-84A_L001,CD8_2
A10_P1_MMD1-84B_L001,CD8_5
A10_P3_MMD1-84B_L001,CD8_5
A10_P4_MMD1-84B_L001,CD8_5
A11_P1_MMD1-84B_L001,CD8_5
A11_P2_MMD1-84B_L001,CD8_2
A11_P3_MMD1-84B_L001,CD8_5
A11_P4_MMD1-84B_L001,CD8_5
A12_P2_MMD1-84B_L001,CD8_5
A12_P3_MMD1-84B_L001,CD8_2
A12_P4_MMD1-84B_L001,CD8_4
A1_P1_MMD1-84B_L001,CD8_5
A1_P4_MMD1-84B_L001,CD8_2
A2_P2_MMD1-84B_L001,CD8_4
A2_P4_MMD1-84B_L001,CD8_5
A3_P2_MMD1-84B_L001,CD8_5
A3_P3_MMD1-84B_L001,CD8_5
A4_P1_MMD1-84B_L001,CD8_5
A4_P2_MMD1-84B_L001,CD8_2
A4_P4_MMD1-84B_L001,CD8_2
A5_P1_MMD1-84B_L001,CD8_4
A5_P3_MMD1-84B_L001,CD8_5
A6_P1_MMD1-84B_L001,CD8_4
A6_P3_MMD1-84B_L001,CD8_2
A7_P1_MMD1-84B_L001,CD8_5
A7_P2_MMD1-84B_L001,CD8_5
A7_P4_MMD1-84B_L001,CD8_5
A8_P1_MMD1-84B_L001,CD8_5
A8_P2_MMD1-84B_L001,CD8_2
A9_P3_MMD1-84B_L001,CD8_5
A9_P4_MMD1-84B_L001,CD8_5
B10_P1_MMD1-84B_L001,CD8_5
B10_P2_MMD1-84B_L001,CD8_5
B10_P3_MMD1-84B_L001,CD8_5
B10_P4_MMD1-84B_L001,CD8_4
B11_P1_MMD1-84B_L001,CD8_5
B11_P2_MMD1-84B_L001,CD8_5
B11_P3_MMD1-84B_L001,CD8_5
B12_P1_MMD1-84B_L001,CD8_5
B12_P3_MMD1-84B_L001,CD8_5
B12_P4_MMD1-84B_L001,CD8_5
B1_P1_MMD1-84B_L001,CD8_2
B1_P2_MMD1-84B_L001,CD8_5
B2_P1_MMD1-84B_L001,CD8_5
B2_P2_MMD1-84B_L001,CD8_5
B2_P4_MMD1-84B_L001,CD8_5
B3_P2_MMD1-84B_L001,CD8_5
B3_P3_MMD1-84B_L001,CD8_5
B5_P1_MMD1-84B_L001,CD8_5
B5_P3_MMD1-84B_L001,CD8_5
B5_P4_MMD1-84B_L001,CD8_5
B6_P2_MMD1-84B_L001,CD8_5
B7_P1_MMD1-84B_L001,CD8_5
B7_P2_MMD1-84B_L001,CD8_5
B7_P4_MMD1-84B_L001,CD8_5
B8_P1_MMD1-84B_L001,CD8_5
B8_P3_MMD1-84B_L001,CD8_5
B8_P4_MMD1-84B_L001,CD8_5
B9_P3_MMD1-84B_L001,CD8_5
C10_P4_MMD1-84B_L001,CD8_5
C11_P3_MMD1-84B_L001,CD8_5
C11_P4_MMD1-84B_L001,CD8_5
C12_P2_MMD1-84B_L001,CD8_5
C1_P1_MMD1-84B_L001,CD8_5
C1_P4_MMD1-84B_L001,CD8_6
C3_P1_MMD1-84B_L001,CD8_5
C3_P3_MMD1-84B_L001,CD8_5
C4_P2_MMD1-84B_L001,CD8_2
C4_P4_MMD1-84B_L001,CD8_5
C5_P1_MMD1-84B_L001,CD8_5
C5_P2_MMD1-84B_L001,CD8_5
