Cell Name,Cluster
E10_P10_MMD5_L001,CD8_5
E10_P9_MMD5_L001,CD8_5
E11_P9_MMD5_L001,CD8_5
E12_P10_MMD5_L001,CD8_5
E1_P3_MMD5_L001,CD8_1
E1_P9_MMD5_L001,CD8_5
E3_P11_MMD5_L001,CD8_5
E4_P9_MMD5_L001,CD8_5
E5_P9_MMD5_L001,CD8_5
E6_P9_MMD5_L001,CD8_5
E7_P10_MMD5_L001,CD8_4
E7_P11_MMD5_L001,CD8_5
E7_P3_MMD5_L001,CD8_3
E8_P9_MMD5_L001,CD8_6
E9_P10_MMD5_L001,CD8_5
E9_P11_MMD5_L001,CD8_5
E9_P3_MMD5_L001,CD8_3
F10_P11_MMD5_L001,CD8_5
F10_P9_MMD5_L001,CD8_5
F11_P10_MMD5_L001,CD8_5
F12_P10_MMD5_L001,CD8_5
F12_P3_MMD5_L001,CD8_1
F1_P10_MMD5_L001,CD8_5
F1_P11_MMD5_L001,CD8_5
F2_P3_MMD5_L001,CD8_3
F2_P9_MMD5_L001,CD8_5
F3_P10_MMD5_L001,CD8_5
F4_P9_MMD5_L001,CD8_5
F5_P10_MMD5_L001,CD8_5
F5_P9_MMD5_L001,CD8_5
F6_P9_MMD5_L001,CD8_5
F8_P3_MMD5_L001,CD8_6
F9_P9_MMD5_L001,CD8_5
G11_P10_MMD5_L001,CD8_5
G11_P9_MMD5_L001,CD8_5
G12_P9_MMD5_L001,CD8_5
G1_P11_MMD5_L001,CD8_5
G1_P9_MMD5_L001,CD8_5
G2_P3_MMD5_L001,CD8_3
G3_P10_MMD5_L001,CD8_5
G4_P11_MMD5_L001,CD8_5
G4_P9_MMD5_L001,CD8_5
G6_P11_MMD5_L001,CD8_5
G6_P9_MMD5_L001,CD8_5
G7_P11_MMD5_L001,CD8_5
G9_P3_MMD5_L001,CD8_3
H10_P10_MMD5_L001,CD8_5
H10_P11_MMD5_L001,CD8_4
H10_P9_MMD5_L001,CD8_5
H11_P10_MMD5_L001,CD8_5
H11_P11_MMD5_L001,CD8_5
H11_P9_MMD5_L001,CD8_5
H12_P10_MMD5_L001,CD8_5
H12_P11_MMD5_L001,CD8_5
H1_P11_MMD5_L001,CD8_5
H3_P10_MMD5_L001,CD8_5
H3_P9_MMD5_L001,CD8_5
H4_P3_MMD5_L001,CD8_6
H5_P11_MMD5_L001,CD8_5
H5_P9_MMD5_L001,CD8_5
H6_P9_MMD5_L001,CD8_4
H7_P11_MMD5_L001,CD8_4
H7_P9_MMD5_L001,CD8_5
H8_P11_MMD5_L001,CD8_5
H8_P9_MMD5_L001,CD8_5
H9_P11_MMD5_L001,CD8_5
H9_P3_MMD5_L001,CD8_6
A10_P6_MMD2-36B_L001,CD8_6
A11_P10_MMD2-36B_L001,CD8_3
A11_P9_MMD2-36B_L001,CD8_6
A12_P10_MMD2-36B_L001,CD8_3
A12_P8_MMD2-36B_L001,CD8_3
A2_P8_MMD2-36B_L001,CD8_3
A2_P9_MMD2-36B_L001,CD8_3
A3_P10_MMD2-36B_L001,CD8_6
A4_P10_MMD2-36B_L001,CD8_3
A4_P8_MMD2-36B_L001,CD8_3
A4_P9_MMD2-36B_L001,CD8_3
A5_P10_MMD2-36B_L001,CD8_1
A6_P10_MMD2-36B_L001,CD8_6
A6_P8_MMD2-36B_L001,CD8_1
A8_P6_MMD2-36B_L001,CD8_3
A9_P6_MMD2-36B_L001,CD8_6
B10_P8_MMD2-36B_L001,CD8_6
B11_P8_MMD2-36B_L001,CD8_6
B12_P9_MMD2-36B_L001,CD8_6
B1_P9_MMD2-36B_L001,CD8_6
B2_P8_MMD2-36B_L001,CD8_3
B3_P6_MMD2-36B_L001,CD8_3
B3_P8_MMD2-36B_L001,CD8_3
B3_P9_MMD2-36B_L001,CD8_6
B6_P6_MMD2-36B_L001,CD8_3
B6_P8_MMD2-36B_L001,CD8_3
B7_P8_MMD2-36B_L001,CD8_6
B8_P9_MMD2-36B_L001,CD8_6
B9_P6_MMD2-36B_L001,CD8_3
C10_P6_MMD2-36B_L001,CD8_3
C10_P8_MMD2-36B_L001,CD8_3
C11_P8_MMD2-36B_L001,CD8_3
C12_P6_MMD2-36B_L001,CD8_3
C12_P8_MMD2-36B_L001,CD8_6
C1_P10_MMD2-36B_L001,CD8_3
C1_P6_MMD2-36B_L001,CD8_1
C2_P6_MMD2-36B_L001,CD8_3
C5_P10_MMD2-36B_L001,CD8_5
C5_P6_MMD2-36B_L001,CD8_3
C6_P10_MMD2-36B_L001,CD8_3
C6_P6_MMD2-36B_L001,CD8_1
C7_P10_MMD2-36B_L001,CD8_6
C8_P9_MMD2-36B_L001,CD8_6
C9_P6_MMD2-36B_L001,CD8_3
C9_P9_MMD2-36B_L001,CD8_6
D1_P10_MMD2-36B_L001,CD8_3
D2_P10_MMD2-36B_L001,CD8_3
D3_P10_MMD2-36B_L001,CD8_6
D3_P8_MMD2-36B_L001,CD8_6
D3_P9_MMD2-36B_L001,CD8_3
D4_P9_MMD2-36B_L001,CD8_3
D5_P8_MMD2-36B_L001,CD8_3
D6_P9_MMD2-36B_L001,CD8_6
D7_P10_MMD2-36B_L001,CD8_6
D7_P6_MMD2-36B_L001,CD8_6
D7_P8_MMD2-36B_L001,CD8_3
D9_P8_MMD2-36B_L001,CD8_6
E10_P6_MMD2-36B_L001,CD8_6
E10_P8_MMD2-36B_L001,CD8_5
E10_P9_MMD2-36B_L001,CD8_1
E11_P10_MMD2-36B_L001,CD8_3
E11_P6_MMD2-36B_L001,CD8_3
E12_P10_MMD2-36B_L001,CD8_3
E12_P8_MMD2-36B_L001,CD8_6
E12_P9_MMD2-36B_L001,CD8_3
E2_P9_MMD2-36B_L001,CD8_6
E3_P8_MMD2-36B_L001,CD8_1
E4_P8_MMD2-36B_L001,CD8_3
E5_P8_MMD2-36B_L001,CD8_3
E5_P9_MMD2-36B_L001,CD8_3
E6_P8_MMD2-36B_L001,CD8_1
E7_P10_MMD2-36B_L001,CD8_6
E8_P6_MMD2-36B_L001,CD8_6
E9_P8_MMD2-36B_L001,CD8_6
E9_P9_MMD2-36B_L001,CD8_6
F10_P6_MMD2-36B_L001,CD8_3
F11_P8_MMD2-36B_L001,CD8_3
F11_P9_MMD2-36B_L001,CD8_3
F12_P10_MMD2-36B_L001,CD8_1
F3_P8_MMD2-36B_L001,CD8_3
F4_P6_MMD2-36B_L001,CD8_6
F4_P8_MMD2-36B_L001,CD8_3
F5_P8_MMD2-36B_L001,CD8_1
F6_P8_MMD2-36B_L001,CD8_3
F8_P10_MMD2-36B_L001,CD8_3
F9_P6_MMD2-36B_L001,CD8_3
G10_P8_MMD2-36B_L001,CD8_3
G11_P8_MMD2-36B_L001,CD8_3
G12_P10_MMD2-36B_L001,CD8_5
G3_P10_MMD2-36B_L001,CD8_6
G3_P6_MMD2-36B_L001,CD8_3
G3_P8_MMD2-36B_L001,CD8_6
G3_P9_MMD2-36B_L001,CD8_3
G4_P10_MMD2-36B_L001,CD8_3
G4_P6_MMD2-36B_L001,CD8_3
G5_P10_MMD2-36B_L001,CD8_6
G5_P6_MMD2-36B_L001,CD8_6
G5_P8_MMD2-36B_L001,CD8_6
G6_P6_MMD2-36B_L001,CD8_6
G7_P10_MMD2-36B_L001,CD8_3
G8_P9_MMD2-36B_L001,CD8_6
H10_P10_MMD2-36B_L001,CD8_6
H10_P6_MMD2-36B_L001,CD8_3
H11_P10_MMD2-36B_L001,CD8_3
H11_P8_MMD2-36B_L001,CD8_3
H12_P10_MMD2-36B_L001,CD8_6
H12_P8_MMD2-36B_L001,CD8_3
H1_P10_MMD2-36B_L001,CD8_3
H1_P8_MMD2-36B_L001,CD8_3
H2_P8_MMD2-36B_L001,CD8_6
H2_P9_MMD2-36B_L001,CD8_6
H3_P9_MMD2-36B_L001,CD8_6
H4_P10_MMD2-36B_L001,CD8_1
H5_P10_MMD2-36B_L001,CD8_3
H5_P6_MMD2-36B_L001,CD8_6
H5_P8_MMD2-36B_L001,CD8_3
H5_P9_MMD2-36B_L001,CD8_3
H8_P10_MMD2-36B_L001,CD8_1
H8_P9_MMD2-36B_L001,CD8_3
H9_P6_MMD2-36B_L001,CD8_3
A10_P5_M44_L001,CD8_3
A11_P5_M44_L001,CD8_6
A12_P4_M44_L001,CD8_3
A12_P5_M44_L001,CD8_3
A2_P4_M44_L001,CD8_3
A3_P5_M44_L001,CD8_3
A6_P4_M44_L001,CD8_3
A7_P4_M44_L001,CD8_3
A7_P5_M44_L001,CD8_6
A9_P5_M44_L001,CD8_6
B10_P1_M44_L001,CD8_3
B10_P3_M44_L001,CD8_6
B10_P5_M44_L001,CD8_4
B11_P1_M44_L001,CD8_6
B11_P3_M44_L001,CD8_5
B11_P4_M44_L001,CD8_6
B11_P5_M44_L001,CD8_4
B12_P1_M44_L001,CD8_3
B12_P3_M44_L001,CD8_3
B12_P5_M44_L001,CD8_3
B1_P1_M44_L001,CD8_3
B1_P5_M44_L001,CD8_6
B2_P1_M44_L001,CD8_3
B3_P1_M44_L001,CD8_3
B3_P4_M44_L001,CD8_6
B3_P5_M44_L001,CD8_6
B4_P4_M44_L001,CD8_6
B4_P5_M44_L001,CD8_6
B5_P1_M44_L001,CD8_6
B5_P3_M44_L001,CD8_3
B5_P4_M44_L001,CD8_3
B5_P5_M44_L001,CD8_6
B6_P3_M44_L001,CD8_3
B7_P3_M44_L001,CD8_6
B7_P5_M44_L001,CD8_6
B8_P3_M44_L001,CD8_6
B8_P5_M44_L001,CD8_6
B9_P3_M44_L001,CD8_3
B9_P4_M44_L001,CD8_3
B9_P5_M44_L001,CD8_3
C10_P1_M44_L001,CD8_3
C10_P3_M44_L001,CD8_6
C10_P4_M44_L001,CD8_3
C11_P1_M44_L001,CD8_3
C11_P3_M44_L001,CD8_3
C12_P4_M44_L001,CD8_6
C12_P5_M44_L001,CD8_3
C1_P3_M44_L001,CD8_3
C1_P4_M44_L001,CD8_6
C2_P1_M44_L001,CD8_4
C3_P1_M44_L001,CD8_6
C3_P3_M44_L001,CD8_6
C4_P3_M44_L001,CD8_3
C6_P1_M44_L001,CD8_6
C6_P3_M44_L001,CD8_3
C6_P4_M44_L001,CD8_3
C7_P1_M44_L001,CD8_3
C7_P3_M44_L001,CD8_3
C8_P4_M44_L001,CD8_6
C8_P5_M44_L001,CD8_3
C9_P5_M44_L001,CD8_3
D10_P3_M44_L001,CD8_3
D10_P4_M44_L001,CD8_3
D10_P5_M44_L001,CD8_6
D11_P3_M44_L001,CD8_3
D12_P1_M44_L001,CD8_1
D12_P5_M44_L001,CD8_3
D1_P1_M44_L001,CD8_2
D1_P3_M44_L001,CD8_6
D1_P4_M44_L001,CD8_3
D1_P5_M44_L001,CD8_6
D2_P1_M44_L001,CD8_1
D2_P3_M44_L001,CD8_1
D4_P3_M44_L001,CD8_3
D4_P5_M44_L001,CD8_6
D5_P5_M44_L001,CD8_3
D6_P1_M44_L001,CD8_3
D6_P4_M44_L001,CD8_6
D7_P1_M44_L001,CD8_3
D7_P3_M44_L001,CD8_3
D7_P4_M44_L001,CD8_3
D9_P4_M44_L001,CD8_6
D9_P5_M44_L001,CD8_3
E10_P1_M44_L001,CD8_3
E10_P3_M44_L001,CD8_6
E10_P4_M44_L001,CD8_1
E11_P1_M44_L001,CD8_3
E12_P3_M44_L001,CD8_3
E1_P3_M44_L001,CD8_3
E1_P4_M44_L001,CD8_6
E1_P5_M44_L001,CD8_6
E2_P4_M44_L001,CD8_3
E3_P4_M44_L001,CD8_6
E3_P5_M44_L001,CD8_6
E5_P1_M44_L001,CD8_6
E5_P5_M44_L001,CD8_2
E6_P4_M44_L001,CD8_3
E6_P5_M44_L001,CD8_3
E7_P3_M44_L001,CD8_6
E7_P4_M44_L001,CD8_3
E8_P1_M44_L001,CD8_3
E8_P5_M44_L001,CD8_6
E9_P1_M44_L001,CD8_3
E9_P3_M44_L001,CD8_3
F10_P1_M44_L001,CD8_3
F10_P3_M44_L001,CD8_6
F10_P5_M44_L001,CD8_3
F12_P3_M44_L001,CD8_6
F12_P4_M44_L001,CD8_3
F12_P5_M44_L001,CD8_3
F1_P1_M44_L001,CD8_3
F1_P4_M44_L001,CD8_1
F1_P5_M44_L001,CD8_6
F3_P3_M44_L001,CD8_6
F3_P5_M44_L001,CD8_3
F4_P1_M44_L001,CD8_6
F4_P3_M44_L001,CD8_3
F4_P4_M44_L001,CD8_1
F5_P1_M44_L001,CD8_3
F5_P3_M44_L001,CD8_4
F5_P4_M44_L001,CD8_3
F6_P3_M44_L001,CD8_3
F6_P5_M44_L001,CD8_1
F7_P3_M44_L001,CD8_6
F7_P5_M44_L001,CD8_3
F9_P1_M44_L001,CD8_3
F9_P4_M44_L001,CD8_6
F9_P5_M44_L001,CD8_3
G10_P4_M44_L001,CD8_3
G10_P5_M44_L001,CD8_6
G11_P3_M44_L001,CD8_6
G11_P5_M44_L001,CD8_3
G12_P3_M44_L001,CD8_3
G12_P4_M44_L001,CD8_3
G1_P1_M44_L001,CD8_3
G1_P3_M44_L001,CD8_5
G1_P4_M44_L001,CD8_6
G2_P1_M44_L001,CD8_3
G2_P3_M44_L001,CD8_4
G3_P1_M44_L001,CD8_6
G3_P4_M44_L001,CD8_6
G4_P1_M44_L001,CD8_6
G4_P3_M44_L001,CD8_3
G4_P5_M44_L001,CD8_4
G5_P1_M44_L001,CD8_3
G5_P3_M44_L001,CD8_3
G6_P1_M44_L001,CD8_6
G6_P4_M44_L001,CD8_6
G7_P1_M44_L001,CD8_3
G7_P5_M44_L001,CD8_3
G9_P1_M44_L001,CD8_6
G9_P3_M44_L001,CD8_3
G9_P4_M44_L001,CD8_4
H10_P5_M44_L001,CD8_3
H11_P1_M44_L001,CD8_6
H11_P4_M44_L001,CD8_3
H11_P5_M44_L001,CD8_3
H1_P5_M44_L001,CD8_3
H2_P1_M44_L001,CD8_6
H2_P4_M44_L001,CD8_3
H2_P5_M44_L001,CD8_3
H3_P1_M44_L001,CD8_3
H3_P3_M44_L001,CD8_3
H3_P5_M44_L001,CD8_1
H4_P1_M44_L001,CD8_3
H4_P4_M44_L001,CD8_6
H5_P4_M44_L001,CD8_6
H5_P5_M44_L001,CD8_6
H6_P1_M44_L001,CD8_6
H6_P3_M44_L001,CD8_3
H7_P3_M44_L001,CD8_3
H9_P1_M44_L001,CD8_3
H9_P3_M44_L001,CD8_3
H9_P4_M44_L001,CD8_1
A10_P1_M66_L001,CD8_3
A10_P4_M66_L001,CD8_6
A10_P5_M66_L001,CD8_6
A11_P1_M66_L001,CD8_3
A12_P4_M66_L001,CD8_6
A12_P5_M66_L001,CD8_6
A2_P1_M66_L001,CD8_6
A2_P4_M66_L001,CD8_3
A2_P5_M66_L001,CD8_6
A3_P4_M66_L001,CD8_3
A4_P2_M66_L001,CD8_6
A5_P2_M66_L001,CD8_3
A5_P4_M66_L001,CD8_6
A6_P2_M66_L001,CD8_6
A6_P5_M66_L001,CD8_6
A7_P2_M66_L001,CD8_6
A7_P4_M66_L001,CD8_3
A8_P2_M66_L001,CD8_3
A8_P4_M66_L001,CD8_6
B10_P2_M66_L001,CD8_4
B10_P5_M66_L001,CD8_6
B11_P2_M66_L001,CD8_3
B11_P4_M66_L001,CD8_6
B12_P4_M66_L001,CD8_3
B1_P5_M66_L001,CD8_3
B2_P1_M66_L001,CD8_6
B2_P2_M66_L001,CD8_3
B2_P4_M66_L001,CD8_3
B2_P5_M66_L001,CD8_6
B3_P1_M66_L001,CD8_3
B3_P2_M66_L001,CD8_6
B3_P4_M66_L001,CD8_6
B3_P5_M66_L001,CD8_3
B4_P2_M66_L001,CD8_6
B4_P5_M66_L001,CD8_3
B5_P1_M66_L001,CD8_6
B5_P2_M66_L001,CD8_3
B5_P5_M66_L001,CD8_6
B6_P2_M66_L001,CD8_3
B6_P5_M66_L001,CD8_6
B9_P1_M66_L001,CD8_6
B9_P4_M66_L001,CD8_6
B9_P5_M66_L001,CD8_3
C10_P1_M66_L001,CD8_1
C10_P4_M66_L001,CD8_6
C10_P5_M66_L001,CD8_6
C11_P1_M66_L001,CD8_3
C11_P5_M66_L001,CD8_3
C1_P1_M66_L001,CD8_6
C1_P5_M66_L001,CD8_2
C2_P2_M66_L001,CD8_3
C3_P1_M66_L001,CD8_5
C3_P4_M66_L001,CD8_3
C3_P5_M66_L001,CD8_6
C4_P1_M66_L001,CD8_3
C4_P2_M66_L001,CD8_6
C4_P5_M66_L001,CD8_3
C5_P2_M66_L001,CD8_3
C6_P4_M66_L001,CD8_6
C7_P2_M66_L001,CD8_6
C8_P1_M66_L001,CD8_6
C9_P1_M66_L001,CD8_3
C9_P2_M66_L001,CD8_6
D10_P1_M66_L001,CD8_6
D10_P2_M66_L001,CD8_6
D10_P4_M66_L001,CD8_3
D11_P4_M66_L001,CD8_6
D11_P5_M66_L001,CD8_3
D12_P1_M66_L001,CD8_6
D12_P2_M66_L001,CD8_6
D12_P5_M66_L001,CD8_6
D1_P4_M66_L001,CD8_6
D1_P5_M66_L001,CD8_6
D2_P1_M66_L001,CD8_3
D2_P4_M66_L001,CD8_6
D2_P5_M66_L001,CD8_3
D4_P1_M66_L001,CD8_3
D4_P4_M66_L001,CD8_6
D4_P5_M66_L001,CD8_6
D5_P4_M66_L001,CD8_6
D5_P5_M66_L001,CD8_6
D6_P2_M66_L001,CD8_6
D6_P4_M66_L001,CD8_6
D8_P1_M66_L001,CD8_6
D8_P2_M66_L001,CD8_6
D8_P4_M66_L001,CD8_6
D9_P1_M66_L001,CD8_3
D9_P2_M66_L001,CD8_3
D9_P4_M66_L001,CD8_3
E10_P1_M66_L001,CD8_3
E10_P2_M66_L001,CD8_3
E10_P4_M66_L001,CD8_6
E11_P2_M66_L001,CD8_6
E11_P5_M66_L001,CD8_3
E12_P5_M66_L001,CD8_6
E1_P1_M66_L001,CD8_3
E1_P4_M66_L001,CD8_3
E1_P5_M66_L001,CD8_6
E2_P1_M66_L001,CD8_6
E3_P1_M66_L001,CD8_3
E3_P2_M66_L001,CD8_6
E4_P1_M66_L001,CD8_6
E4_P2_M66_L001,CD8_6
E4_P5_M66_L001,CD8_3
E5_P2_M66_L001,CD8_6
E5_P5_M66_L001,CD8_6
E7_P4_M66_L001,CD8_3
E8_P1_M66_L001,CD8_3
E8_P2_M66_L001,CD8_1
E8_P4_M66_L001,CD8_6
E9_P2_M66_L001,CD8_6
E9_P4_M66_L001,CD8_6
E9_P5_M66_L001,CD8_2
F10_P4_M66_L001,CD8_3
F10_P5_M66_L001,CD8_1
F11_P2_M66_L001,CD8_3
F11_P4_M66_L001,CD8_6
F12_P5_M66_L001,CD8_3
F1_P1_M66_L001,CD8_6
F1_P2_M66_L001,CD8_3
F1_P4_M66_L001,CD8_6
F1_P5_M66_L001,CD8_6
F3_P1_M66_L001,CD8_6
F3_P5_M66_L001,CD8_6
F4_P4_M66_L001,CD8_6
F5_P2_M66_L001,CD8_6
F5_P4_M66_L001,CD8_6
F6_P5_M66_L001,CD8_6
F7_P2_M66_L001,CD8_3
F8_P1_M66_L001,CD8_6
F8_P2_M66_L001,CD8_1
F8_P5_M66_L001,CD8_3
F9_P4_M66_L001,CD8_3
F9_P5_M66_L001,CD8_6
G10_P4_M66_L001,CD8_6
G10_P5_M66_L001,CD8_3
G11_P4_M66_L001,CD8_3
G12_P5_M66_L001,CD8_6
G1_P1_M66_L001,CD8_3
G1_P2_M66_L001,CD8_3
G1_P4_M66_L001,CD8_6
G2_P1_M66_L001,CD8_6
G2_P2_M66_L001,CD8_3
G3_P1_M66_L001,CD8_6
G4_P1_M66_L001,CD8_3
G4_P4_M66_L001,CD8_3
G5_P1_M66_L001,CD8_3
G5_P2_M66_L001,CD8_3
G5_P5_M66_L001,CD8_6
G6_P5_M66_L001,CD8_6
G7_P2_M66_L001,CD8_3
G7_P4_M66_L001,CD8_6
G7_P5_M66_L001,CD8_3
G8_P2_M66_L001,CD8_6
G8_P5_M66_L001,CD8_6
G9_P2_M66_L001,CD8_6
G9_P4_M66_L001,CD8_6
H10_P5_M66_L001,CD8_1
H12_P1_M66_L001,CD8_3
H12_P2_M66_L001,CD8_6
H1_P4_M66_L001,CD8_6
H2_P4_M66_L001,CD8_6
H5_P2_M66_L001,CD8_6
H6_P4_M66_L001,CD8_3
H6_P5_M66_L001,CD8_6
H7_P2_M66_L001,CD8_5
H7_P4_M66_L001,CD8_6
H8_P2_M66_L001,CD8_3
H9_P4_M66_L001,CD8_3
A10_P2_M71_L001,CD8_3
A10_P3_M71_L001,CD8_3
A10_P4_M71_L001,CD8_3
A11_P2_M71_L001,CD8_3
A11_P3_M71_L001,CD8_3
A12_P1_M71_L001,CD8_6
A12_P2_M71_L001,CD8_3
A12_P3_M71_L001,CD8_3
A2_P1_M71_L001,CD8_3
A2_P2_M71_L001,CD8_3
A4_P1_M71_L001,CD8_3
A4_P3_M71_L001,CD8_3
A4_P4_M71_L001,CD8_3
A5_P2_M71_L001,CD8_3
A5_P3_M71_L001,CD8_3
A5_P4_M71_L001,CD8_3
A6_P2_M71_L001,CD8_3
A6_P3_M71_L001,CD8_3
A7_P4_M71_L001,CD8_3
A8_P3_M71_L001,CD8_3
A9_P1_M71_L001,CD8_3
A9_P4_M71_L001,CD8_3
B10_P1_M71_L001,CD8_3
B10_P2_M71_L001,CD8_3
B10_P3_M71_L001,CD8_3
B11_P1_M71_L001,CD8_3
B11_P3_M71_L001,CD8_3
B11_P4_M71_L001,CD8_3
B12_P1_M71_L001,CD8_3
B12_P3_M71_L001,CD8_3
B1_P1_M71_L001,CD8_3
B1_P2_M71_L001,CD8_3
B2_P3_M71_L001,CD8_3
B2_P4_M71_L001,CD8_3
B3_P2_M71_L001,CD8_3
B3_P4_M71_L001,CD8_3
B4_P1_M71_L001,CD8_3
B4_P2_M71_L001,CD8_3
B5_P3_M71_L001,CD8_3
B5_P6_M71_L001,CD8_1
B6_P2_M71_L001,CD8_3
B6_P3_M71_L001,CD8_3
B6_P4_M71_L001,CD8_3
B7_P1_M71_L001,CD8_3
B7_P3_M71_L001,CD8_3
B7_P4_M71_L001,CD8_3
B8_P1_M71_L001,CD8_6
B8_P2_M71_L001,CD8_3
B8_P3_M71_L001,CD8_3
B8_P4_M71_L001,CD8_3
B9_P1_M71_L001,CD8_3
B9_P4_M71_L001,CD8_3
C10_P1_M71_L001,CD8_3
C10_P2_M71_L001,CD8_3
C11_P1_M71_L001,CD8_3
C12_P1_M71_L001,CD8_3
C12_P3_M71_L001,CD8_3
C12_P4_M71_L001,CD8_3
C1_P1_M71_L001,CD8_3
C1_P2_M71_L001,CD8_3
C1_P3_M71_L001,CD8_3
C2_P1_M71_L001,CD8_3
C2_P2_M71_L001,CD8_3
C2_P3_M71_L001,CD8_3
C3_P2_M71_L001,CD8_3
C3_P3_M71_L001,CD8_3
C4_P1_M71_L001,CD8_3
C4_P2_M71_L001,CD8_3
C4_P3_M71_L001,CD8_3
C5_P3_M71_L001,CD8_3
C6_P1_M71_L001,CD8_3
C7_P1_M71_L001,CD8_6
C7_P2_M71_L001,CD8_6
C8_P2_M71_L001,CD8_3
C8_P4_M71_L001,CD8_3
C9_P1_M71_L001,CD8_3
C9_P3_M71_L001,CD8_5
D10_P1_M71_L001,CD8_3
D10_P3_M71_L001,CD8_3
D11_P2_M71_L001,CD8_3
D11_P3_M71_L001,CD8_1
D11_P4_M71_L001,CD8_3
D12_P1_M71_L001,CD8_3
D12_P2_M71_L001,CD8_3
D12_P4_M71_L001,CD8_3
D1_P1_M71_L001,CD8_3
D1_P2_M71_L001,CD8_3
D1_P3_M71_L001,CD8_1
D1_P4_M71_L001,CD8_3
D2_P2_M71_L001,CD8_3
D2_P3_M71_L001,CD8_1
D3_P1_M71_L001,CD8_3
D3_P2_M71_L001,CD8_3
D4_P3_M71_L001,CD8_3
D4_P4_M71_L001,CD8_3
D5_P1_M71_L001,CD8_3
D5_P4_M71_L001,CD8_3
D6_P1_M71_L001,CD8_1
D7_P3_M71_L001,CD8_3
D7_P4_M71_L001,CD8_6
D8_P1_M71_L001,CD8_1
D8_P2_M71_L001,CD8_3
D8_P4_M71_L001,CD8_3
D9_P2_M71_L001,CD8_6
D9_P4_M71_L001,CD8_6
E10_P1_M71_L001,CD8_3
E10_P3_M71_L001,CD8_3
E10_P4_M71_L001,CD8_3
E11_P1_M71_L001,CD8_3
E11_P2_M71_L001,CD8_3
E12_P1_M71_L001,CD8_3
E12_P2_M71_L001,CD8_3
E12_P4_M71_L001,CD8_3
E1_P2_M71_L001,CD8_3
E1_P3_M71_L001,CD8_3
E2_P4_M71_L001,CD8_3
E3_P1_M71_L001,CD8_2
E3_P3_M71_L001,CD8_3
E3_P4_M71_L001,CD8_3
E4_P2_M71_L001,CD8_3
E5_P1_M71_L001,CD8_3
E5_P2_M71_L001,CD8_3
E7_P1_M71_L001,CD8_3
E7_P2_M71_L001,CD8_1
E7_P3_M71_L001,CD8_1
E7_P4_M71_L001,CD8_3
E8_P1_M71_L001,CD8_3
E8_P4_M71_L001,CD8_3
E9_P1_M71_L001,CD8_3
E9_P2_M71_L001,CD8_3
E9_P3_M71_L001,CD8_1
E9_P4_M71_L001,CD8_3
F10_P4_M71_L001,CD8_3
F11_P3_M71_L001,CD8_6
F1_P4_M71_L001,CD8_3
F2_P3_M71_L001,CD8_3
F2_P4_M71_L001,CD8_3
F3_P2_M71_L001,CD8_3
F3_P4_M71_L001,CD8_3
F4_P2_M71_L001,CD8_3
F4_P4_M71_L001,CD8_3
F5_P1_M71_L001,CD8_3
F5_P2_M71_L001,CD8_3
F5_P3_M71_L001,CD8_3
F6_P1_M71_L001,CD8_3
F6_P3_M71_L001,CD8_3
F6_P4_M71_L001,CD8_3
F7_P1_M71_L001,CD8_3
F7_P2_M71_L001,CD8_3
F7_P4_M71_L001,CD8_6
F8_P1_M71_L001,CD8_3
F8_P3_M71_L001,CD8_1
F8_P4_M71_L001,CD8_3
F9_P1_M71_L001,CD8_3
F9_P2_M71_L001,CD8_3
F9_P3_M71_L001,CD8_3
G10_P3_M71_L001,CD8_3
G11_P2_M71_L001,CD8_3
G12_P1_M71_L001,CD8_3
G12_P3_M71_L001,CD8_3
G12_P4_M71_L001,CD8_3
G1_P2_M71_L001,CD8_1
G1_P3_M71_L001,CD8_3
G2_P1_M71_L001,CD8_3
G2_P2_M71_L001,CD8_3
G2_P3_M71_L001,CD8_3
G3_P3_M71_L001,CD8_3
G4_P3_M71_L001,CD8_3
G4_P4_M71_L001,CD8_3
G5_P2_M71_L001,CD8_3
G5_P3_M71_L001,CD8_3
G6_P1_M71_L001,CD8_3
G6_P2_M71_L001,CD8_3
G6_P4_M71_L001,CD8_3
G7_P1_M71_L001,CD8_3
G7_P2_M71_L001,CD8_3
G7_P3_M71_L001,CD8_3
G8_P1_M71_L001,CD8_3
G8_P2_M71_L001,CD8_3
G8_P3_M71_L001,CD8_3
G8_P4_M71_L001,CD8_3
G9_P1_M71_L001,CD8_3
G9_P4_M71_L001,CD8_3
H10_P3_M71_L001,CD8_3
H10_P4_M71_L001,CD8_5
H12_P2_M71_L001,CD8_6
H12_P3_M71_L001,CD8_3
H1_P2_M71_L001,CD8_3
H1_P3_M71_L001,CD8_3
H1_P4_M71_L001,CD8_3
H2_P1_M71_L001,CD8_3
H3_P1_M71_L001,CD8_6
H3_P2_M71_L001,CD8_3
H3_P3_M71_L001,CD8_3
H4_P2_M71_L001,CD8_3
H4_P3_M71_L001,CD8_1
H6_P2_M71_L001,CD8_3
H7_P1_M71_L001,CD8_3
H7_P2_M71_L001,CD8_1
H7_P3_M71_L001,CD8_6
H7_P4_M71_L001,CD8_1
H8_P1_M71_L001,CD8_2
H8_P2_M71_L001,CD8_3
H8_P4_M71_L001,CD8_3
H9_P1_M71_L001,CD8_3
A12_P3_M74_L001,CD8_3
